   ,PROPX,PROPY,PROPERTYROLL,STATUSCODE,status,PRSN,ADDRESS,bylaw,details,P4_DATE,P5_DATE,LIST_DATE,BYLAW_P4,BYLAW_P5,HERT_CONSERV_DISTRICT,INTENT_DATE,CONTRIBUTING
4284,312475.936,4835794.043,1.90E+18,1103,Part V,224378,246 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4285,312477.541,4835788.183,1.90E+18,1103,Part V,224379,244 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4286,312479.052,4835783.319,1.90E+18,1103,Part V,224380,242 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4287,312480.177,4835779.33,1.90E+18,1103,Part V,224381,240 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4288,312481.435,4835773.848,1.90E+18,1103,Part V,224382,238 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4289,312482.627,4835768.553,1.90E+18,1103,Part V,224383,236 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4290,312484.25,4835762.126,1.90E+18,1103,Part V,224384,232 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4291,312485.299,4835755.137,1.90E+18,1103,Part V,224385,230 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4292,312486.838,4835749.767,1.90E+18,1103,Part V,224386,228 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4293,312488.358,4835743.927,1.90E+18,1103,Part V,224387,226 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4294,312490.069,4835738.324,1.90E+18,1103,Part V,224388,224 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4295,312491.853,4835733.313,1.90E+18,1103,Part V,224389,222 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4296,312492.975,4835728.191,1.90E+18,1103,Part V,224390,220 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4297,311870.487,4835523.005,1.90E+18,1101,Listed,223790,469 PALMERSTON BLVD ,,"George Weston House; 1906, attributed to D. Richards, -adopted by City Council on May 2, 1983",,,02-May-83,,,,,NA
4298,312494.304,4835722.701,1.90E+18,1103,Part V,224391,218 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4299,312496.145,4835716.037,1.90E+18,1103,Part V,224392,216 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4300,312498.627,4835709.669,1.90E+18,1103,Part V,224393,214 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4301,312500.369,4835703.783,1.90E+18,1103,Part V,224394,212 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4302,312502.184,4835697.776,1.90E+18,1103,Part V,224395,210 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4303,312503.742,4835691.922,1.90E+18,1103,Part V,224396,208 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4304,312504.851,4835686.194,1.90E+18,1103,Part V,224397,206 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4305,312506.875,4835681.018,1.90E+18,1103,Part V,224398,204 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4306,312509.076,4835672.298,1.90E+18,1103,Part V,224400,200 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4307,312542.187,4835703.411,1.90E+18,1103,Part V,224409,143 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4308,312541.173,4835709.076,1.90E+18,1103,Part V,224410,145 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4309,312539.32,4835714.354,1.90E+18,1103,Part V,224411,147 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4310,312537.067,4835718.42,1.90E+18,1103,Part V,224412,149 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4311,312536.524,4835724.017,1.90E+18,1103,Part V,224413,151 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4312,312535.123,4835731.178,1.90E+18,1103,Part V,224414,153 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4313,312531.934,4835738.859,1.90E+18,1103,Part V,224415,155 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4314,312530.373,4835743.739,1.90E+18,1103,Part V,224416,157 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4315,312529.943,4835749.295,1.90E+18,1103,Part V,224417,159 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4316,312528.972,4835756.438,1.90E+18,1103,Part V,224418,161 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4317,312527.223,4835761.884,1.90E+18,1103,Part V,224419,163 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4318,312525.744,4835767.638,1.90E+18,1103,Part V,224420,165 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4319,312522.272,4835773.588,1.90E+18,1103,Part V,224421,167 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4320,312520.038,4835778.785,1.90E+18,1103,Part V,224422,169 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4321,312518.76,4835784.092,1.90E+18,1103,Part V,224423,171 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
4322,312594.948,4835868.974,1.90E+18,1102,Part IV,224466,698 SPADINA AVE ,239-2020,"Council stated its Intention to Designate March 9, 2017. Designating By-law 239-2020 enacted by Council February 26, 2020.",26-Feb-20,,09-Mar-17,239-2020,,,09-Mar-18,
4323,314802.226,4835974.83,1.90E+18,1102,Part IV,225496,82 HOMEWOOD AVE ,508-83,"Robert F. Lord House, 1886, -adopted by City Council on April 24, 1978, DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON July 11, 1983 (heritage easement agreement, Registered C403403, Aug. 7/87) MOVED from 72 Homewood Avenue to 82 Homewood Avenue",11-Jul-83,,24-Apr-78,508-83,,,,NA
4324,314818.818,4835959.592,1.90E+18,1102,Part IV,225497,5 MAITLAND PL ,508-83,"Robert F. Lord House, 1886, -adopted by City Council on April 24, 1978, DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON July 11, 1983 (heritage easement agreement, Registered C403403, Aug. 7/87) MOVED from 72 Homewood Avenue to 82 Homewood Avenue",11-Jul-83,,24-Apr-78,508-83,,,,NA
4325,314808.466,4835956.425,1.90E+18,1102,Part IV,225498,7 MAITLAND PL ,508-83,"Robert F. Lord House, 1886, -adopted by City Council on April 24, 1978, DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON July 11, 1983 (heritage easement agreement, Registered C403403, Aug. 7/87) MOVED from 72 Homewood Avenue to 82 Homewood Avenue",11-Jul-83,,24-Apr-78,508-83,,,,NA
4326,314316.121,4836002.031,1.90E+18,1102,Part IV,227198,64 WELLESLEY ST E,659-2020,"City Council included the property on the Heritage Register February 26, 2019 and stated its intention to designate. By-law 659-2020 designating the property was enacted and passed July 29, 2020.",28-Jul-20,,26-Feb-19,659-2020,,,26-Feb-19,
4327,314280.255,4835998.618,1.90E+18,1102,Part IV,227199,56 WELLESLEY ST E,13-79,"Paul Kane House, 1854 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Dec. 18, 1978",18-Dec-78,,20-Jun-73,13-79,,,,NA
4328,314148.344,4835982.525,1.90E+18,1101,Listed,227204,15 DUNDONALD ST ,,"Wellesley Street Subway Station; 1954, Toronto Transit Commission staff et al. -adopted by City Council on Jan. 23 & 27, 1984",,,27-Jan-84,,,,,NA
4329,314072.972,4836011.168,1.90E+18,1103,Part V,227205,587 YONGE ST ,235-2016,"Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.
",,10-Mar-16,,,235-2016,Historic Yonge St.,,
4330,314076.914,4836031.942,1.90E+18,1103,Part V,227206,593 YONGE ST ,235-2016,"Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.
",,10-Mar-16,,,235-2016,Historic Yonge St.,,
4331,314090.196,4836069.317,1.90E+18,1102,Part IV,227208,7 GLOUCESTER ST ,1401-2017,"Hugh Matheson House.  Council stated its Intention to Designate August 28, 2014.  Designating by-law 1401-2017 enacted December 8, 2017 by City Council.
",08-Dec-17,,,1401-2017,,,28-Aug-14,
4332,314093.583,4836073.014,1.90E+18,1102,Part IV,227209,9 GLOUCESTER ST ,1401-2017,"Hugh Matheson House. Council stated its Intention to Designate August 28, 2014. Designating by-law 1401-2017 enacted December 8, 2017 by City Council.
",08-Dec-17,,,1401-2017,,,28-Aug-14,
4333,314102.292,4836073.098,1.90E+18,1102,Part IV,227210,11 GLOUCESTER ST ,1401-2017,"Hugh Matheson House. Council stated its Intention to Designate August 28, 2014. Designating by-law 1401-2017 enacted December 8, 2017 by City Council.

",08-Dec-17,,,1401-2017,,,28-Aug-14,
4334,314181.134,4836100.752,1.90E+18,1101,Listed,227221,37 GLOUCESTER ST ,,"House, 1869, James Grand -adopted by City Council on Dec. 5, 1973",,,05-Dec-73,,,,,NA
4335,314674.679,4835993.688,1.90E+18,1101,Listed,226180,487 JARVIS ST ,,"Jarvis Street Collegiate Institute (now known as Jarvis Collegiate Institute), 1922-24; C.E. Cyril Dyson, architect -adopted by City Council on April 15 and 22, 1991",,,15-Apr-91,,,,,NA
4336,314218.354,4836114.483,1.90E+18,1101,Listed,227228,47 GLOUCESTER ST ,,"House, 1872, originally owned by EDWARD BURCH -ADOPTED BY CITY COUNCIL ON JULY 24 and 25, 1995",,,24-Jul-95,,,,,NA
4337,314231.706,4836113.567,1.90E+18,1101,Listed,227229,49 GLOUCESTER ST ,,"Semi-detached house, 1882 -adopted by City Council on Dec. 5, 1973",,,05-Dec-73,,,,,NA
4338,314319.532,4836116.039,1.90E+18,1102,Part IV,227241,584 CHURCH ST ,495-2012,"Catherine Collard House, 1909.  Intention to Designated adopted by City Council on Oct. 24 & 25, 2011. Designation By-law 495-2012 enacted by Council April 10, 2012.",10-Apr-12,,,495-2012,,,25-Oct-11,
4339,314322.184,4836103.043,1.90E+18,1102,Part IV,227242,582 CHURCH ST ,1322-2011,"Semi-detached house; 1878 at Dundonald St. (NW) -adopted by City Council on Aug. 18, 1976.
Council enacted Designating By-law 1322-2011 December 1, 2011.",01-Dec-11,,18-Aug-76,1322-2011,,,12-Jul-11,NA
4340,314329.454,4836095.295,1.90E+18,1102,Part IV,227243,580 CHURCH ST ,1323-2011,"Semi-detached house; 1878 at Dundonald St. (NW) -adopted by City Council on Aug. 18, 1976.
Council enacted Designating By-law 1323-2011 December 1, 2011.",01-Dec-11,,18-Aug-76,1323-2011,,,12-Jul-11,NA
4341,314590.493,4835790.913,1.90E+18,1101,Listed,226184,307 MUTUAL ST ,,"Semi-detached house; 1891 -adopted by City Council on March 15, 1974",,,15-Mar-74,,,,,NA
4342,314578.848,4835792.779,1.90E+18,1101,Listed,226185,309 MUTUAL ST ,,"Semi-detached house -adopted by City Council on March 15, 1974",,,15-Mar-74,,,,,NA
4343,314587.559,4835799.196,1.90E+18,1101,Listed,226186,311 MUTUAL ST ,,"Semi-detached house -adopted by City Council on March 15, 1974",,,15-Mar-74,,,,,NA
4344,314264.619,4835796.143,1.90E+18,1101,Listed,226719,37 MAITLAND ST ,,"House; c.1853. Adopted by City Council on March 15, 1974.",,,15-Mar-74,,,,,NA
4345,314114.709,4835760.634,1.90E+18,1101,Listed,226742,526 YONGE ST ,,"Pair of shops; mid 1860s; at Breadalbane St. (SW) -adopted by City Council on March 15, 1974.

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",,,15-Mar-74,,,,,Y
4346,314116.66,4835754.132,1.90E+18,1101,Listed,226743,522 YONGE ST ,,"522 Yonge Street (including 524 Yonge Street) included on Heritage Register by City Council March 10, 2016.

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",,,10-Mar-16,,,,,
4347,314121.211,4835738.851,1.90E+18,1101,Listed,226745,516 YONGE ST ,,"516 Yonge Street (including 514 Yonge Street) included on Heritage Register by City Council March 10, 2016.

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",,,10-Mar-16,,,,,
4348,314126.507,4835720.797,1.90E+18,1101,Listed,226747,508 YONGE ST ,,"Pair of shops; mid 1860s -adopted by City Council on March 15, 1974.

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",,,15-Mar-74,,,,,NA
4349,314127.714,4835716.417,1.90E+18,1101,Listed,226748,506 YONGE ST ,,"Pair of shops; mid 1860s -adopted by City Council on March 15, 1974.

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.
",,,15-Mar-74,,,,,NA
4350,314130.95,4835707.763,1.90E+18,1101,Listed,226749,502 A YONGE ST ,,"Pair of shops; mid 1860s -adopted by City Council on March 15, 1974.

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",,,15-Mar-74,,,,,NA
4351,314137.143,4835689.105,1.90E+18,1101,Listed,226751,496 YONGE ST ,,"Bank of Montreal, 1887; at Grosvenor St. (NW) -adopted by City Council on March 15, 1974.

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",,,15-Mar-74,,,,,Y
4352,314079.047,4835878.115,1.90E+18,1101,Listed,226755,568 YONGE ST ,,"Part of a row of shops at 564-568 Yonge Street; 1876 and 1884 -adopted by City Council on March 15, 1974.

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",,,15-Mar-74,,,,,Y
4353,314011.866,4835959.814,1.90E+18,1102,Part IV,227271,15-17 ST NICHOLAS ST ,177-97,"SEE 5 St. Joseph Street -Designation By-Law Passed by City Council on April 14, 1997 -Heritage Easement Agreement Registered as Instrument No. E17218 on June 1, 1998.

",14-Apr-97,,15-Mar-74,177-97,,,,NA
